,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Review Length,tokenized,tokenized_unlist,Polarity Score,Neutral Score,Negative Score,Positive Score,Sentiment,label,Reviews_pos_tags,Label_tags
19196,1078,27,Surprised by other comments about size/bust,"Surprised by other comments about size/bust 5""5', 130, 32dd. i saw this dress online and thought it was beautiful, but considered not buying it because of other comments that the bust was too small for women with more curves. fortunately, the lovely blue dress was in my local retailer store and i decided to try it on in a size 4. i think the dress fits perfectly and i have gotten many compliments, including from random strangers. i have had no problem with a tight zipper or a low back, which is perfectly able to cover my bra in the back. th",5,1,3,General,Dresses,Dresses,546,"['surprised', 'comments', 'size', 'bust', 'saw', 'dress', 'online', 'thought', 'beautiful', 'considered', 'buying', 'comments', 'bust', 'small', 'women', 'curves', 'fortunately', 'lovely', 'blue', 'dress', 'local', 'retailer', 'store', 'decided', 'try', 'size', 'think', 'dress', 'fits', 'perfectly', 'gotten', 'many', 'compliments', 'including', 'random', 'strangers', 'problem', 'tight', 'zipper', 'low', 'back', 'perfectly', 'able', 'cover', 'bra', 'back']",surprised comments size bust saw dress online thought beautiful considered buying comments bust small women curves fortunately lovely blue dress local retailer store decided try size think dress fits perfectly gotten many compliments including random strangers problem tight zipper low back perfectly able cover bra back,0.9509,0.598,0.076,0.326,Positive,1,"[('surprised', 'JJ'), ('comments', 'NNS'), ('size/bust', 'VBP'), ('5', 'CD'), (""''"", ""''""), ('5', 'CD'), ('130', 'CD'), ('32dd', 'CD'), ('saw', 'NN'), ('dress', 'NN'), ('online', 'NN'), ('thought', 'VBN'), ('beautiful', 'NN'), ('considered', 'VBN'), ('buying', 'NN'), ('comments', 'NNS'), ('bust', 'VBP'), ('small', 'JJ'), ('women', 'NNS'), ('curves', 'VBZ'), ('fortunately', 'RB'), ('lovely', 'JJ'), ('blue', 'JJ'), ('dress', 'NN'), ('local', 'JJ'), ('retailer', 'NN'), ('store', 'NN'), ('decided', 'VBD'), ('try', 'NN'), ('size', 'NN'), ('4.', 'CD'), ('think', 'NN'), ('dress', 'NN'), ('fits', 'VBZ'), ('perfectly', 'RB'), ('gotten', 'VBN'), ('many', 'JJ'), ('compliments', 'NNS'), ('including', 'VBG'), ('random', 'NN'), ('strangers', 'NNS'), ('problem', 'NN'), ('tight', 'VBD'), ('zipper', 'JJR'), ('low', 'JJ'), ('back', 'RB'), ('perfectly', 'RB'), ('able', 'JJ'), ('cover', 'NN'), ('bra', 'NN'), ('back', 'RB'), ('th', 'NN')]","['surprised comments', 'buying comments bust small women', 'comments bust small', 'blue dress local retailer', 'dress local', 'many compliments', 'random strangers', 'problem zipper', 'able cover bra']"
19197,1078,37,Small in bust,Small in bust I ordered this dress in the blue color. it is lovely in person - but the petite seemed to run smaller than most petite dresses i buy from retailer. i ordered a 2p - and it was tight in the bust on me. i imagine a 4p would be perfect. i am 117 5'3 34b.,4,1,1,General,Dresses,Dresses,265,"['small', 'bust', 'ordered', 'dress', 'blue', 'color', 'lovely', 'person', 'petite', 'seemed', 'run', 'smaller', 'petite', 'dresses', 'buy', 'retailer', 'ordered', 'tight', 'bust', 'imagine', 'would', 'perfect']",small bust ordered dress blue color lovely person petite seemed run smaller petite dresses buy retailer ordered tight bust imagine would perfect,0.8176,0.727,0.0,0.273,Positive,1,"[('small', 'JJ'), ('bust', 'NN'), ('ordered', 'VBD'), ('dress', 'NN'), ('blue', 'NN'), ('color', 'NN'), ('lovely', 'RB'), ('person', 'NN'), ('petite', 'NN'), ('seemed', 'VBD'), ('run', 'JJ'), ('smaller', 'JJR'), ('petite', 'NN'), ('dresses', 'NNS'), ('buy', 'VBP'), ('retailer', 'NN'), ('ordered', 'VBD'), ('2p', 'CD'), ('tight', 'JJ'), ('bust', 'NN'), ('imagine', 'NN'), ('4p', 'CD'), ('would', 'MD'), ('perfect', 'VB'), ('117', 'CD'), (""5'3"", 'CD'), ('34b', 'CD')]","['small bust', 'petite run', 'smaller petite dresses']"
19199,1078,25,This is a gorgeous dress. the blue is beautiful,"This is a gorgeous dress. the blue is beautiful The fitted top and flared skirt are really nice on this piece. i am 5'6"" 125lb and i took a 6. a 4 might have been ok, but i felt more comfortable in the 6, and it had a really nice fit.

the quality is good, but there were some areas that were starting to pull and the floral details come a little frayed around the cutout edges, so i'm not sure how it will wear.",5,1,3,General,Dresses,Dresses,414,"['gorgeous', 'dress', 'blue', 'beautiful', 'fitted', 'top', 'flared', 'skirt', 'really', 'nice', 'piece', 'took', 'might', 'felt', 'comfortable', 'really', 'nice', 'fit', 'quality', 'good', 'areas', 'starting', 'pull', 'floral', 'details', 'come', 'little', 'frayed', 'around', 'cutout', 'edges', 'sure', 'wear']",gorgeous dress blue beautiful fitted top flared skirt really nice piece took might felt comfortable really nice fit quality good areas starting pull floral details come little frayed around cutout edges sure wear,0.978,0.469,0.0,0.531,Positive,1,"[('gorgeous', 'JJ'), ('dress', 'NN'), ('blue', 'NN'), ('beautiful', 'JJ'), ('fitted', 'VBD'), ('top', 'JJ'), ('flared', 'VBN'), ('skirt', 'NN'), ('really', 'RB'), ('nice', 'JJ'), ('piece', 'NN'), (""5'6"", 'CD'), (""''"", ""''""), ('125lb', 'CD'), ('took', 'VBD'), ('6', 'CD'), ('4', 'CD'), ('might', 'MD'), ('ok', 'VB'), ('felt', 'VBD'), ('comfortable', 'JJ'), ('6', 'CD'), ('really', 'RB'), ('nice', 'JJ'), ('fit', 'JJ'), ('quality', 'NN'), ('good', 'JJ'), ('areas', 'NNS'), ('starting', 'VBG'), ('pull', 'JJ'), ('floral', 'JJ'), ('details', 'NNS'), ('come', 'VBP'), ('little', 'JJ'), ('frayed', 'JJ'), ('around', 'IN'), ('cutout', 'NN'), ('edges', 'NNS'), (""'m"", 'VBP'), ('sure', 'JJ'), ('wear', 'NN')]","['gorgeous dress', 'beautiful top', 'skirt really nice', 'nice fit', 'quality good', 'areas starting pull', 'details come little', 'frayed cutout', 'sure wear']"
19202,1078,37,Beautiful dress!,"Beautiful dress! I specifically bought this dress for my bridal shower and loved it! i'm small on top and have hips that don't lie. i purchased the size 2 petite. the waist portion of the dress came up a little higher which was ok since it fell at a small part of my waist. the length was just above my knee, which i prefer. the dress has a nude lining which compliments my tan skin tone. i wore a regular nude bra that didn't show beneath the liner. i received many compliments and would highly recommend it. 

the",5,1,6,General,Dresses,Dresses,517,"['beautiful', 'dress', 'specifically', 'bought', 'dress', 'bridal', 'shower', 'loved', 'small', 'top', 'hips', 'lie', 'purchased', 'size', 'petite', 'waist', 'portion', 'dress', 'came', 'little', 'higher', 'since', 'fell', 'small', 'part', 'waist', 'length', 'knee', 'prefer', 'dress', 'nude', 'lining', 'compliments', 'tan', 'skin', 'tone', 'wore', 'regular', 'nude', 'bra', 'show', 'beneath', 'liner', 'received', 'many', 'compliments', 'would', 'highly', 'recommend']",beautiful dress specifically bought dress bridal shower loved small top hips lie purchased size petite waist portion dress came little higher since fell small part waist length knee prefer dress nude lining compliments tan skin tone wore regular nude bra show beneath liner received many compliments would highly recommend,0.9501,0.707,0.0,0.293,Positive,1,"[('beautiful', 'JJ'), ('dress', 'NN'), ('specifically', 'RB'), ('bought', 'VBD'), ('dress', 'NN'), ('bridal', 'NN'), ('shower', 'NN'), ('loved', 'VBD'), (""'m"", 'VBP'), ('small', 'JJ'), ('top', 'JJ'), ('hips', 'NNS'), ('lie', 'VBP'), ('purchased', 'VBN'), ('size', 'NN'), ('2', 'CD'), ('petite', 'JJ'), ('waist', 'JJ'), ('portion', 'NN'), ('dress', 'NN'), ('came', 'VBD'), ('little', 'JJ'), ('higher', 'JJR'), ('ok', 'NN'), ('since', 'IN'), ('fell', 'VBD'), ('small', 'JJ'), ('part', 'NN'), ('waist', 'NN'), ('length', 'NN'), ('knee', 'NN'), ('prefer', 'VBP'), ('dress', 'NN'), ('nude', 'JJ'), ('lining', 'NN'), ('compliments', 'NNS'), ('tan', 'JJ'), ('skin', 'NN'), ('tone', 'NN'), ('wore', 'VBD'), ('regular', 'JJ'), ('nude', 'JJ'), ('bra', 'NN'), ('show', 'NN'), ('beneath', 'NN'), ('liner', 'NN'), ('received', 'VBD'), ('many', 'JJ'), ('compliments', 'NNS'), ('would', 'MD'), ('highly', 'RB'), ('recommend', 'VB')]","['beautiful dress', ""i 'm small"", 'top hips lie', 'waist portion', 'dress little', 'higher ok', 'small part waist', 'dress nude', 'lining compliments tan', 'regular nude bra', 'many compliments']"
19205,1078,45,Flattering but not for work,"Flattering but not for work This dress was as pretty in real life as the picture. flattering also. unfortunately it is definitely not appropriate for office work. even though it appears so in the picture, the back is very low cut and there is no way not for bra to show (unless you don't need one) also it was much tighter on top than the model picture, even though the rest fit perfectly.",3,1,8,General,Dresses,Dresses,389,"['flattering', 'work', 'dress', 'pretty', 'real', 'life', 'picture', 'flattering', 'also', 'unfortunately', 'definitely', 'appropriate', 'office', 'work', 'even', 'though', 'appears', 'picture', 'back', 'low', 'cut', 'way', 'bra', 'show', 'unless', 'need', 'one', 'also', 'much', 'tighter', 'top', 'model', 'picture', 'even', 'though', 'rest', 'fit', 'perfectly']",flattering work dress pretty real life picture flattering also unfortunately definitely appropriate office work even though appears picture back low cut way bra show unless need one also much tighter top model picture even though rest fit perfectly,0.9081,0.522,0.123,0.354,Positive,1,"[('flattering', 'VBG'), ('work', 'NN'), ('dress', 'NN'), ('pretty', 'RB'), ('real', 'JJ'), ('life', 'NN'), ('picture', 'NN'), ('flattering', 'VBG'), ('also', 'RB'), ('unfortunately', 'RB'), ('definitely', 'RB'), ('appropriate', 'JJ'), ('office', 'NN'), ('work', 'NN'), ('even', 'RB'), ('though', 'IN'), ('appears', 'VBZ'), ('picture', 'NN'), ('back', 'RB'), ('low', 'JJ'), ('cut', 'NN'), ('way', 'NN'), ('bra', 'IN'), ('show', 'NN'), ('unless', 'IN'), ('need', 'NN'), ('one', 'CD'), ('also', 'RB'), ('much', 'JJ'), ('tighter', 'JJR'), ('top', 'JJ'), ('model', 'NN'), ('picture', 'NN'), ('even', 'RB'), ('though', 'IN'), ('rest', 'JJ'), ('fit', 'NN'), ('perfectly', 'RB')]","['work dress pretty real life', 'dress pretty real', 'appropriate office work', 'low cut way', 'also much', 'tighter top model', 'rest fit']"
19214,1078,34,Delicate and beautiful,"Delicate and beautiful I've been looking for a dress to wear to wedding this summer, and this is it. the blue color is lovely and the lace overlay is feminine and pretty. i'm small busted (34aa) with an athletic lower body (think, 120-lb marathoner), and the flare of this dress is perfect. i ordered this in a 0 and a 0 petite. the petite size looked little-girl short; the regular size hit just at my knee and was much more sophisticated. the waistband also fell at a more flattering place in the regular dress. i'm on th",5,1,3,General,Dresses,Dresses,523,"['delicate', 'beautiful', 'looking', 'dress', 'wear', 'wedding', 'summer', 'blue', 'color', 'lovely', 'lace', 'overlay', 'feminine', 'pretty', 'small', 'busted', 'athletic', 'lower', 'body', 'think', 'marathoner', 'flare', 'dress', 'perfect', 'ordered', 'petite', 'petite', 'size', 'looked', 'little', 'girl', 'short', 'regular', 'size', 'hit', 'knee', 'much', 'sophisticated', 'waistband', 'also', 'fell', 'flattering', 'place', 'regular', 'dress']",delicate beautiful looking dress wear wedding summer blue color lovely lace overlay feminine pretty small busted athletic lower body think marathoner flare dress perfect ordered petite petite size looked little girl short regular size hit knee much sophisticated waistband also fell flattering place regular dress,0.9612,0.608,0.036,0.356,Positive,1,"[('delicate', 'JJ'), ('beautiful', 'NN'), (""'ve"", 'VBP'), ('looking', 'VBG'), ('dress', 'NN'), ('wear', 'NN'), ('wedding', 'VBG'), ('summer', 'NN'), ('blue', 'NN'), ('color', 'NN'), ('lovely', 'RB'), ('lace', 'JJ'), ('overlay', 'NN'), ('feminine', 'NN'), ('pretty', 'RB'), (""'m"", 'VBP'), ('small', 'JJ'), ('busted', 'VBD'), ('34aa', 'CD'), ('athletic', 'JJ'), ('lower', 'JJR'), ('body', 'NN'), ('think', 'VBP'), ('120-lb', 'JJ'), ('marathoner', 'NN'), ('flare', 'NN'), ('dress', 'NN'), ('perfect', 'NN'), ('ordered', 'VBD'), ('0', 'CD'), ('0', 'CD'), ('petite', 'JJ'), ('petite', 'JJ'), ('size', 'NN'), ('looked', 'VBD'), ('little-girl', 'JJ'), ('short', 'JJ'), ('regular', 'JJ'), ('size', 'NN'), ('hit', 'VBD'), ('knee', 'RB'), ('much', 'JJ'), ('sophisticated', 'JJ'), ('waistband', 'NN'), ('also', 'RB'), ('fell', 'VBD'), ('flattering', 'VBG'), ('place', 'NN'), ('regular', 'JJ'), ('dress', 'NN'), (""'m"", 'VBP'), ('th', 'NN')]","['delicate beautiful i', 'blue color lovely lace overlay', 'color lovely lace', ""i 'm small"", 'athletic lower body', '120-lb marathoner', 'flare dress perfect', 'size little-girl', 'regular size', 'knee much', 'place regular']"
19216,1078,51,Runs small,"Runs small I ordered this dress to possibly wear to my wedding rehearsal dinner. i an adding this review to give some guidance on sizing. i am size 34a and own two other dresses by this designer in size 2. for this dress, however, i had to size up to a 4 in order to close the side zip. i'm 5'7"" and the dress hit me just above the knee. (in my opinion, it would have been more elegant if it was a little longer.) the color combo with the taupe and off white is unique, but wasn't particularly flattering on my",4,1,2,General,Dresses,Dresses,510,"['runs', 'small', 'ordered', 'dress', 'possibly', 'wear', 'wedding', 'rehearsal', 'dinner', 'adding', 'review', 'give', 'guidance', 'sizing', 'size', 'two', 'dresses', 'designer', 'size', 'dress', 'however', 'size', 'order', 'close', 'side', 'zip', 'dress', 'hit', 'knee', 'opinion', 'would', 'elegant', 'little', 'longer', 'color', 'combo', 'taupe', 'white', 'unique', 'particularly', 'flattering']",runs small ordered dress possibly wear wedding rehearsal dinner adding review give guidance sizing size two dresses designer size dress however size order close side zip dress hit knee opinion would elegant little longer color combo taupe white unique particularly flattering,0.6901,0.873,0.0,0.127,Positive,1,"[('runs', 'NNS'), ('small', 'JJ'), ('ordered', 'VBD'), ('dress', 'NN'), ('possibly', 'RB'), ('wear', 'IN'), ('wedding', 'VBG'), ('rehearsal', 'NN'), ('dinner', 'NN'), ('adding', 'VBG'), ('review', 'NN'), ('give', 'JJ'), ('guidance', 'NN'), ('sizing', 'VBG'), ('size', 'NN'), ('34a', 'CD'), ('two', 'CD'), ('dresses', 'NNS'), ('designer', 'VBP'), ('size', 'NN'), ('2.', 'CD'), ('dress', 'NN'), ('however', 'RB'), ('size', 'NN'), ('4', 'CD'), ('order', 'NN'), ('close', 'JJ'), ('side', 'NN'), ('zip', 'NN'), (""'m"", 'VBP'), (""5'7"", 'CD'), (""''"", ""''""), ('dress', 'NN'), ('hit', 'VBD'), ('knee', 'JJ'), ('opinion', 'NN'), ('would', 'MD'), ('elegant', 'VB'), ('little', 'JJ'), ('longer', 'JJR'), ('color', 'NN'), ('combo', 'NN'), ('taupe', 'IN'), ('white', 'JJ'), ('unique', 'JJ'), ('particularly', 'RB'), ('flattering', 'VBG')]","['runs small', 'review give', 'order close', 'combo white']"
19218,1078,35,Beautiful lace dress - size up,Beautiful lace dress - size up I love this dress's gentle blue lace. the silhouette is just as seen in the pictures. i found the dress tight in the chest and had to size up one size (6 to 8).,5,1,0,General,Dresses,Dresses,191,"['beautiful', 'lace', 'dress', 'size', 'love', 'dress', 'gentle', 'blue', 'lace', 'silhouette', 'seen', 'pictures', 'found', 'dress', 'tight', 'chest', 'size', 'one', 'size']",beautiful lace dress size love dress gentle blue lace silhouette seen pictures found dress tight chest size one size,0.9001,0.593,0.0,0.407,Positive,1,"[('beautiful', 'JJ'), ('lace', 'NN'), ('dress', 'NN'), ('size', 'NN'), ('love', 'IN'), ('dress', 'NN'), (""'s"", 'POS'), ('gentle', 'JJ'), ('blue', 'JJ'), ('lace', 'NN'), ('silhouette', 'NN'), ('seen', 'VBN'), ('pictures', 'NNS'), ('found', 'VBD'), ('dress', 'RB'), ('tight', 'JJ'), ('chest', 'JJS'), ('size', 'NN'), ('one', 'CD'), ('size', 'NN'), ('6', 'CD'), ('8', 'CD')]","['beautiful lace dress', 'dress gentle', 'blue lace', 'dress tight']"
19219,1078,45,Awesome fit and texture,Awesome fit and texture The dress looks even better in person. the fabric is very delicate though but worth the extra care it needs. the fit was perfect and the color is just as in the picture.,5,1,0,General,Dresses,Dresses,193,"['awesome', 'fit', 'texture', 'dress', 'looks', 'even', 'better', 'person', 'fabric', 'delicate', 'though', 'worth', 'extra', 'care', 'needs', 'fit', 'perfect', 'color', 'picture']",awesome fit texture dress looks even better person fabric delicate though worth extra care needs fit perfect color picture,0.9638,0.333,0.0,0.667,Positive,1,"[('awesome', 'JJ'), ('fit', 'JJ'), ('texture', 'NN'), ('dress', 'NN'), ('looks', 'VBZ'), ('even', 'RB'), ('better', 'RBR'), ('person', 'NN'), ('fabric', 'JJ'), ('delicate', 'NN'), ('though', 'IN'), ('worth', 'JJ'), ('extra', 'JJ'), ('care', 'NN'), ('needs', 'VBZ'), ('fit', 'JJ'), ('perfect', 'JJ'), ('color', 'NN'), ('picture', 'NN')]","['awesome fit texture', 'better person', 'delicate worth', 'extra care needs', 'fit perfect']"
19222,1078,43,"Great concept, poor execution","Great concept, poor execution The dress at first glance is pretty, feminine, and a timeless shape. sadly the quality just isn't there.  i ordered online and was excited trying it on (dress fit true to size for me, all be it a little snug in the chest).  the zipper is super cheap, hard to get up or down on or off the hanger.  the appliquã©s are sewn onto a super flimsy netting, already coming detached without even having worn it.  i could see this dress catching on ""everything"" and tearing easily.  given the quality i'm return",3,0,0,General,Dresses,Dresses,531,"['great', 'concept', 'poor', 'execution', 'dress', 'first', 'glance', 'pretty', 'feminine', 'timeless', 'shape', 'sadly', 'quality', 'ordered', 'online', 'excited', 'trying', 'dress', 'fit', 'true', 'size', 'little', 'snug', 'chest', 'zipper', 'super', 'cheap', 'hard', 'get', 'hanger', 'appliqu', 'sewn', 'onto', 'super', 'flimsy', 'netting', 'already', 'coming', 'detached', 'without', 'even', 'worn', 'could', 'see', 'dress', 'catching', 'everything', 'tearing', 'easily', 'given', 'quality', 'return']",great concept poor execution dress first glance pretty feminine timeless shape sadly quality ordered online excited trying dress fit true size little snug chest zipper super cheap hard get hanger appliqu sewn onto super flimsy netting already coming detached without even worn could see dress catching everything tearing easily given quality return,0.9601,0.521,0.118,0.362,Positive,1,"[('great', 'JJ'), ('concept', 'NN'), ('poor', 'JJ'), ('execution', 'NN'), ('dress', 'NN'), ('first', 'JJ'), ('glance', 'NN'), ('pretty', 'RB'), ('feminine', 'JJ'), ('timeless', 'NN'), ('shape', 'NN'), ('sadly', 'RB'), ('quality', 'NN'), ('ordered', 'VBD'), ('online', 'NN'), ('excited', 'VBN'), ('trying', 'VBG'), ('dress', 'JJ'), ('fit', 'JJ'), ('true', 'JJ'), ('size', 'NN'), ('little', 'JJ'), ('snug', 'JJ'), ('chest', 'JJS'), ('zipper', 'NN'), ('super', 'NN'), ('cheap', 'VBZ'), ('hard', 'JJ'), ('get', 'NN'), ('hanger', 'NN'), ('appliquã©s', 'NN'), ('sewn', 'NN'), ('onto', 'IN'), ('super', 'JJ'), ('flimsy', 'JJ'), ('netting', 'VBG'), ('already', 'RB'), ('coming', 'VBG'), ('detached', 'VBN'), ('without', 'IN'), ('even', 'RB'), ('worn', 'NNS'), ('could', 'MD'), ('see', 'VB'), ('dress', 'JJ'), ('catching', 'VBG'), ('``', '``'), ('everything', 'NN'), (""''"", ""''""), ('tearing', 'VBG'), ('easily', 'RB'), ('given', 'VBN'), ('quality', 'NN'), (""'m"", 'VBP'), ('return', 'NN')]","['concept poor', 'execution dress first', 'feminine timeless', 'dress fit true size', 'fit true', 'little snug chest', 'cheap hard', 'appliquã©s sewn super flimsy', 'sewn super']"
